zoho_item_id,name,sku,description,price,stock_quantity
6642928000000663772,fumisect fumigate-insects,,,6000,5
6642928000000663819,Fuse insecticide and termiticide180,,,180000,1
6642928000000663866,chiense broom,,,15000,2
6642928000000663931,haosen toilet brush,,,13000,4
6642928000000681490,charisma garbage bags 3in1,,,3500,8
6642928000000701162,Face mask,,,100,438
6642928000000714167,Interior Dehumidifier,,,10000,3
6642928000000714214,Floral Jasmine Dehumidifier,,,18000,3
6642928000000727081,6MAX TOWEL BIG,,,10000,2
6642928000000732115,broom holder,,,12500,0
6642928000000732162,room footmat,,,8000,4
6642928000000732209,pee safe,,,7000,2
6642928000000732256,black pedal waste bin,,,35000,0
6642928000000732529,carisma garbage bags 3 in 1,,,3500,2
6642928000000732640,packer,,,4500,1
6642928000000738001,rat killer,,,500,13
6642928000000750051,sweeper,,,4500,0
6642928000000766001,OPTION B: BASIC- TRADITIONAL CHEMICAL CLEANING,,,250000,0
6642928000000766012,OPTION A: PREMIUM (Eco-Friendly) GREEN CLEANING SOLUTION,,"Service Description

Our Green Cleaning method uses non-toxic, biodegradable, plant-based chemicals, microfiber systems, and environmentally responsible products that ensure a safer, healthier, and chemical-free environment.

Key Benefits
	•	Safe for children, pets & sensitive occupants
	•	No harsh fumes or chemical residues
	•	Protects wood, marble, stainless steel, and premium surfaces
	•	Improves indoor air quality post-construction
	•	Supports ESG, LEED, and sustainable facility management goals
	•	Recommended for luxury homes, offices, hospitals, schools & hotels",0,0
6642928000000773375,Jik Regular 475ml,,,2000,0
6642928000000773518,Aluminium Phosphie,,Qiuckphos,2000,12
6642928000000812001,PREMIUM -  GREEN CLEANING (ECO FRIENDLY),,,0,0
6642928000000912195,Astonish bathroom cleaner,csv,,6500,4
6642928000000912248,Astonish multipurpose cleaner bleach,CSV,,6500,3
6642928000000912295,astonish floor cleaner,,1ltr,10500,4
6642928000000912342,Astonish white vinegar,,,6500,1
6642928000000912441,Folex,,instant carpet spot removal,90000,1
6642928000000912490,FOLEX (BIG),,instant carpet spot removal,200000,1
6642928000000912539,GOBRIGHT GOCLEAN,,TOILET/CERAMIC STAIN REMOVAL,4500,3
6642928000000912586,LIMPO CLEAN,,TILES CLEANER,3000,4
6642928000000912645,AIR BABY FRAGRANT BEADS,,,5000,6
6642928000000912808,CARISMA REFUSE SACK,,,3500,3
6642928000000912857,SMALL BLACK REFUSE PACK,,MADE IN CHINA,800,1
6642928000000922071,voom scouring powder,,,2000,1
6642928000000922120,Waste bin dual lid 15ltr,,Double covered trash bin,25000,3
6642928000000922169,Waste bin dual lid 10ltr,,double covered trash bin,15000,1
6642928000000922216,Mr clean pedal bin,,,5000,2
6642928000000922263,Mat pattern waste bin (BIG),,,10000,0
6642928000000922310,Mat pattern waste bin (SMALL),,,5000,3
6642928000000922359,Caution bucket 36l,,,92000,1
6642928000000922406,Black packer and brush,,,21000,2
6642928000000922453,Fancy packer and brush,,double brush,30000,3
6642928000000922500,Long packer detachable,,,6500,2
6642928000000922547,Toilet brush Haosen,,,13000,2
6642928000000922594,Pattern toilet brush,,marble,4500,7
6642928000000922667,Paint brush size 1,,,400,0
6642928000000922714,Haosen Floor Wiper & Brush,,Floor Brush & Water Wiper (RECTANGULAR),8000,2
6642928000000931105,OZ Cotton mop,,,5000,4
6642928000000931208,Twist Mop,,,10000,3
6642928000000931281,Wooden sweeper not full,,,6000,2
6642928000000959007,Maxflush 5,,Toilet Rim Block Cleaner Tropical Blossom,5000,3
6642928000000970001,MCDELTA ZONE,,For fumigation - pest control,95000,1
6642928000000976001,Rat Bait Station (Big Black),,Square Shape Big Black for trapping rat,45000,7
6642928000000978049,Duster,,Duster at the top only,5000,2
6642928000000978112,Spinning Mop Bucket (Lemon),,,25000,0
6642928000000973300,Examination glove,,,100,0
6642928000000988001,Tissue Paper (good one),,,500,0
6642928000000988012,Dimethoate,,,15000,0
6642928000000998307,Toilet brush (cylindrical white),,,6500,0
6642928000001018001,Big packer and sweeper,,Yellow and black,21000,0
6642928000001019013,Window Wiper with micro fibre and rubber blade,,Squugee and scrubber for washing and drying   ,10000,1
6642928000001019060,Window Wiper Black,,Window squeegee with a mesh scrubber (white net),8000,1
6642928000001019117,Window Track Cleaning Brush,,Cleaning groves with 3 brush and rubber blade for cleaning window glass,12000,3
6642928000001019162,Drain Unclogging Tool,,with 4 claws for unblocking drain,7000,3
6642928000001019207,Unclogging Tool Rubber,,Toilet unclogging tool (Rubber type),2000,2
6642928000001019252,Vent Cleaner,,"For removing dust, lint and debris e.g. from car AC",3500,4
6642928000001043189,Harpic power plus 10x,,,5500,-2
6642928000001043508,Cobweb remover,,,4500,0
6642928000001050001,Spray Bottle - Deep Green,,Deep Green Sprayer Bottle (Small),3000,6
6642928000001088145,Wheelers Bin Big (240 GEEPEE),,,110000,0
6642928000001107013,Glaze Protectant,,"For cleaning dashboard, office and home",3500,3
6642928000001108013,Drain Doctor,,Drain opener ,5000,3
6642928000001110011,Blue Toilet Blocks,,Toilet cleaner ,7000,1
6642928000001111013,Air Wick Gel,,Scented gel natural essential oil,3000,3
6642928000001112013,Bin Fresh  Buddy,,Keep bins fresh and clean ,10000,1
6642928000001113013,Lu Blue,,Drain cleaner ,3000,2
6642928000001114011,Mr. Plumber,,Drain unblocker granules ,13000,2
6642928000001115013,Pure And Natural Fragrance,,Pure natural fragrance for car and home ,15000,2
6642928000001116013,Synthetic Chamois,,Super absorbent ,5000,2
6642928000001118013,Window squeegee and microfibre washer,,For scrubbing and drying glass surfaces ,6000,2
6642928000001175013,Rose Belle,,Rose belle tissue paper ,1500,5
6642928000001176013,Rose Belle Big,,Rose Belle tissue paper big ,2000,4
6642928000001192013,Astonish Kichen Cleaner,,Kitchen cleaning ,6500,1
6642928000001196011,Astonish White Vinegar,,White Vinegar (Multipurpose),6500,1
6642928000001207075,Big Mopping cat,,Big Mopping cat,200000,0
6642928000001218025,CIF (BIG) All purpose cleaner,,All purpose floor cleaning agent,6800,1
6642928000001227031,Micro fiber long face(pink&white),,pink and white cotton fibre,1200,3
6642928000001229011,D-Bond,,Chewing gum removal,20000,3
6642928000001230011,Mr. Plumber Liquid,,For clogged and slow moving drain ,12500,1
6642928000001231037,Vanish Oxi Action Crystal White,,Chlorine bleach free whitening booster ,18000,1
6642928000001240001,Caution notice sign board,,sign board,17000,2
6642928000001242013,Astonish Hand Wash,,Protect and care anti-bacterial handwash,3500,3
6642928000001240074,SQEEGEE BIG,,,30000,0
6642928000001252001,Baolian scrapper(SMALL),,SHORT HAND SCRAPPER,8500,2
6642928000001252046,Baolian scrapper(BIG),,LONG HAND SCRAPPER,10000,2
6642928000001263001,Hand wash Colourfilled,,Anti bacterial hand wash,3500,9994
6642928000001263046,Mop Stick St Grace/St Paul,,"Heavy duty household & commercial floor cleaning, highly absorbent ",10000,3
6642928000001263091,Rake tiny mouth,,,10000,0
6642928000001281019,Colourfilled Handwash,,Fruity hand wash anti bacteria,3500,0
6642928000001306013,Star Cool (Small),,Duster sponge,300,46
6642928000001316011,Welcome Footmat Flower,,Flower footmat,18000,2
6642928000001332013,Evans Mexapol,,Very durable high gloss finish for heavy traffic areas ,100000,1
6642928000001332080,Evans Easy Strip,,Strip polish with mop or machine ,100000,1
6642928000001333011,Evans Clean & Shine,,Ideal for cleaning & restoring gloss finish to floor ,100000,1
6642928000001336011,Room Footmat,,Soft room footmat ,7000,2
6642928000001349021,Ethereum,,Oven and cookware cleaning paste ,4500,2
6642928000001369013,Elena,,Liquid detergent ,8500,1
6642928000001375013,Harpic,,Power plus ,5500,3
6642928000001376011,Jik,,Multipurpose bleach whitens &remove stain ,4500,3
6642928000001387013,Hypo,,,200,2
6642928000001395011,Stain X,,,3000,1
6642928000001418013,GBC Super,,Air freshener ,3000,3
6642928000001421013,Febreze & Glade,,White jasmine ,20000,1
6642928000001424011,Happy Time,,Pure and naturals fragrance ,4000,2
6642928000001425013,Ikeda Scent ( Big),,Ceramic air freshener ,25000,1
6642928000001429013,Dehumidifier Scented Wardrobe,,"Helps stop damp, mould, mildew, and condensation ",6500,3
6642928000001418084,Astonish,,6 power action ,6000,2
6642928000001432013,Excelsior,,Chinese writing ,2500,1
6642928000001433013,US Grill Cleaning Sponge,, Black and grey small sponge,1000,5
6642928000001430019,Urinary,,Stop smelling of urine,5000,2
6642928000001437013,Amanda Scourers,,Super cleaning ,1000,40
6642928000001445013,Vinegar,,Concentrate ,200000,1
6642928000001446013,P&g Proline,,Professional,100000,2
6642928000001447011,Stonebrite,,Floor cleaning speciality formulated for terrazzo and marble ,70000,1
6642928000001450013,Kleansol Anti-bacterial,,"Multipurpose cleaner for floor, kitchen, and bathroom ",8000,3
6642928000001451011,Limpo Clean,,All purposes cleaner tile ,7000,5
6642928000001450080,Colourfilled Big,,Antibacterial floor and tile cleaner ,13000,2
6642928000001452011,Colourfilled  Medium,,Antibacterial floor and tiles cleaner ,7000,2
6642928000001469013,Blessed,,For portable gas range ,10000,8
6642928000001471013,WD -40,,"Stops squeaks,drive out moisture,clean and protect ",12000,1
6642928000001473011,Jyax,,,9000,2
6642928000001477461,YLY PCO,,INSECTICIDE POWDER,4000,6
6642928000001477800,Refuse sack(small)black,,Small black refuse sack,800,0
6642928000001491013,Good Knight,,"For insect, mosquito, cockroach, flies, ants",3000,12
6642928000001498013,Hand Parker,,,2000,4
6642928000001500001,Floor Brush And Water Sweeper,,Floor Brush And Rubber dullop,10000,1
6642928000001507001,Crazytiger insecticide,,Active Insecticide,4000,6
6642928000001515013,Disposable Face Mask Park,,Face mask ,3500,4
6642928000001517013,Latex Examination Gloves( Disposable),,Surgical hand glove ,4000,2
6642928000001530001,BASIC PACKAGE,,"Essential Protection Plan

Reliable and cost-effective pest control solution

This package is ideal for clients seeking an effective and affordable treatment option with strong residual protection.

Service Scope
	•	Non-odourless mist treatment only (slightly pungent)
	•	Fogging of septic system included
	•	Suitable for standard residential and commercial pest control needs

Features & Benefits
	•	Public health compliant fumigant
	•	Effective against common crawling and flying pests
	•	Slightly pungent odour during application
	•	Residual protection: up to 90 days

Re-entry Guideline
	•	8 hours for healthy occupants
	•	24 hours for:
	•	pregnant women
	•	children below 5 years
	•	elderly persons above 60 years
	•	asthmatic persons
	•	sick or immunocompromised persons

After-Service Support
	•	Dedicated customer care follow-up
	•	Free reapplication within 7 days if treated pests persist",0,0
6642928000001530012,CLASSIC PACKAGE,,"Comfort Protection Plan

Balanced performance with enhanced comfort

Designed for clients who desire stronger comfort and minimal indoor disruption.

Service Scope
	•	Odourless mist treatment for interior spaces
	•	Non-odourless treatment for exterior areas

Features & Benefits
	•	Public health compliant fumigant
	•	Comfortable indoor treatment experience
	•	No indoor odour
	•	Fast restoration of normal activities
	•	Residual protection: up to 90 days

Re-entry Guideline
	•	3–6 hours for all occupants

After-Service Support
	•	Dedicated customer care follow-up
	•	Free reapplication within 30 days if treated pests persist",400000,0
6642928000001530023,PREMIUM PACKAGE,,"Total Shield Elite Plan

Maximum protection • Zero compromise • Premium comfort

This is our flagship executive pest management package, specially designed for clients who want the highest level of comfort, protection, speed, and peace of mind.

Perfect for:
	•	executive homes
	•	premium apartments
	•	hotels
	•	offices
	•	healthcare environments
	•	VIP spaces
	•	clients who do not want recurring pest problems

Service Scope
	•	100% odourless mist treatment for both interior and exterior
	•	Advanced fogging where necessary
	•	Precision treatment of high-risk pest zones
	•	Enhanced perimeter defense application

Premium Features & Benefits
	•	Public health compliant premium-grade fumigant
	•	Completely odourless treatment inside and outside
	•	Maximum convenience with minimal disruption
	•	Rapid re-entry timeline
	•	Enhanced treatment coverage for hidden breeding zones
	•	Superior comfort for families, guests, and sensitive occupants
	•	Residual protection: up to 90 days
	•	Priority service response
	•	Premium customer support

Re-entry Guideline
	•	3–6 hours for all occupants

Premium After-Service Assurance
	•	Dedicated priority customer care follow-up
	•	Free reapplication within 60 days if treated pests persist
	•	Priority callback support
	•	Preferred scheduling for repeat visits

Why Clients Choose Premium

Because it offers the longest post-treatment support window, the highest comfort standard, and the lowest likelihood of recurring infestation concerns.

This package is best for clients who want complete peace of mind without compromise.",0,0
6642928000001530079,Rodent Bait Station Installation & Monitoring:,,"Supply, strategic placement, and periodic monitoring of tamper-resistant rodent bait stations designed for effective rodent control and prevention in designated indoor and outdoor areas. Service includes bait replenishment, inspection, and activity assessment to ensure continuous protection against rodent infestation.",400000,0
6642928000001540013,Battery Powered Spray,,,60000,2
6642928000001546011,Hand Parker Big,,,4000,3999
6642928000001548241,Sacvin dust parker,,small hand packer,2500,4
6642928000001569121,MENTO Mop bucket,,Fine colour mop bucket,18000,7
6642928000001599001,Floor Sweeper And Brush,,,10000,0
6642928000001600011,Hand Held Floor Scrub Brush,,Blue brush ,4000,0
6642928000001625121,Power Wash cannister with trimmer&nozzle,,For fumigation with triggers,70000,2
6642928000001631291,Magical Dual Action Window cleaning tool,,Window cleaning tool,55000,1
6642928000001631336,Tide Buzz,,Stain removing machine,100000,1
6642928000001631387,Door Bottom Seal,,Under Door protective seal,4000,2
6642928000001697137,Big black leather,,,500,0
6642928000001697274,Wireless Vacuum Cleaner,,Wireless Vacuum Cleaner in Cartoon,100000,1
6642928000001741001,Nasco Action Dish Liquid 1000ml,,Dish Liquid ,2800,8
6642928000001741023,GBC Airfreshner,,Liquid Airfreshner,3500,8
6642928000001741057,Nasco Beauty Rose,,Liquid Handwash ,2000,7
6642928000001741079,Stain Deep Cleaner,,Deep Stain Liquid Cleaner in a White container,3000,1
6642928000001741101,Jik 950ml,,950ml ,4500,5
6642928000001741123,Harpic 725ml,,725ml,5500,9
6642928000001741145,Airwick Airfreshner Spray,,Airfreshner Spray,4500,12
6642928000001741179,Fumisect Bugs & Mosquitoes,,,6000,2
6642928000001763006,Ridax Bedbug Killer Spray,,Ridax ,5000,4
6642928000001777007,Micro Fibre Flats Mop,,Pink and brown ,24000,2
6642928000001763039,Toilets Brush With Partern,,Toilets brush with parttern,4000,1
6642928000001793006,Goodmans Machines,,Machines ,250000,1
6642928000001795006,Scrubbing  MACHINE,,Scubbing machines blue and white tank,1100000,1
6642928000001796007,Jarkcio,,Machine ,3000000,1
6642928000001799006,Henry Machines,,Machines small ,100000,1
6642928000001801006,Wickes,,Wet and dry vacum cleaner ,160000,1
6642928000001803007,Familiar Tissue Paper,,Tissue paper ,700,12
6642928000001805007,Plus Tissue Paper,,,2500,7
6642928000001807006,Paper Towel,,Rose pluse,2500,12
6642928000001808006,2 Sure Hand Sanitizer,,Hand sanitizer ,2500,20
6642928000001809006,Mentor,,Mop buket ,20000,2
6642928000001810006,Refuse Sac (Blossom),,4 in 1 Blossom Garbage Bag,4000,6
6642928000001813007,Cobweb Removal Circle,,Circle cobwebs ,7000,2
6642928000001814006,Trimmer Line,,Hawk king,5000,2
6642928000001815006,Star Quality Shining Light Big,,Clean expert,15000,1
6642928000001816006,Star Quality Shining Life Medium,,Cleaning expert ,13000,1
6642928000001817006,Star Quality Shining Life,,Clean expert ,10000,1
6642928000001815038,Cobweb Removal Iron Small,,With iron handle ,10000,2
6642928000001818006,Let It Know,,Kitchen towel ,2000,6
6642928000001814033,Cobweb Removal Iron Handle Big,,Cobweb Removal Iron ,12000,2
6642928000001810038,Mentor Wheelers Bin Big Yellow,,Yellow Wheelers bin ,115000,1
6642928000001805051,Mentor Wheelers Bin,,Black mentor,105000,1
6642928000001820006,Agiville Industries Ltd Wheelers Bin Green,,Green Wheelers bin ,110000,2
6642928000001858006,Medium Industrial Wooden Brush,,Brush for washing interlock floor,10000,3
6642928000001859006,Small Industrial Brush,,Brush not  full,5000,1
6642928000001860006,Shots Handled Hoe,,Hoe small,3500,1
6642928000001867006,Squeeze Small Roller Mop,,,20000,1
6642928000001875015,Tile And Wood Floor Polish,,Loorsan,8000,2
6642928000001878006,Marble Polishing Powder,,Efficient Polishing speed,10000,2
6642928000001879006,Toilet Rust Removal,,,5000,2
6642928000001880006,Heavy Oil Elimination,,Axabr,2000,3
6642928000001876008,Yin Digital Solution,,,15000,1
6642928000001876040,Floor Polish Tile Nursing,,Fresh and not irritating ,1500,1
6642928000001882006,Window Track Cleaning Brush (With Scouring Pad),,"For clearing dirt, dust and grime out of narrow crevices and tracks",4500,2
6642928000001881018,Binwenn Micro Fibre Duster With Extendable,,Lemon green expendables duster,15000,4
6642928000001883006,7 Polishing Bonnet,,,7000,1
6642928000001884006,5 Polishing  Bonnet,,Small,4000,4
6642928000001875047,Marble Polishing Paste,,,1500,1
6642928000001885007,Mosquito Repellent,,Shixis and kinetic molecular wristband,3000,9
6642928000001886006,Uvc Toilet Sterilizer,,Uvc,5000,3
6642928000001887006,Climax Rtv,,Silicone gasket maker,4500,1
6642928000001882038,Hand Squeegee,,Hand squeegee ,6000,1
6642928000001888006,Hand Brush With Four Face,,With four face brush ,12000,3
6642928000001877032,HDX Hand Brush,,,7000,1
6642928000001870056,Sun Insect Trap,,Solar tdap,20000,3
6642928000001883038,SMALL Industrial Hand Brush,,,3500,3
6642928000001876072,Hdx Brush Black And Yellow,,Yellow and black ,7000,1
6642928000001890006,Window Grove Brush,,"For cleaning grooves, crevices and window tracks",6000,4
6642928000001910001,glass polishing,,,2700,0
6642928000001931013,FAMILIAR,,FAMILIAR TISSUE PAPER,500,0
6642928000001933008,FLEXIBLE CARE,,SONICO TISSUE PAPER,1000,0
6642928000001937065,avert  DF,,cocrach,80000,0
6642928000001937070,lada tools bag,,bag,10000,0
6642928000001986001,Sophitol tile polish,,Restore gloss to floor,12000,2
6642928000001999055,Foldable Mini Sponge Mop,,"Mini foldable  self squeeze absorbs water, grease, fluids & spills",10500,1
6642928000002005006,Vacuum cleaner extractor nozzle (transparent),,Transparent vacuum cleaner extractor nozzle ,17000,3
6642928000002013006,Window cleaning squeegee brush (Plastic Sponge),,Window cleaning squeegee/washer for glass cleaning ,6000,1
6642928000002016007,Portable Self Squeegee Sponge Mop,,For quick & hand-free cleanup of small space ,7000,1
6642928000002029006,MIAPRID 350 SC,,Eliminate and control destructive piercing - sucking and soil dwelling pest,9000,1
6642928000002030007,DAKSH DICHLORVOS 1000 G/L EC,,Agricultural insecticide and fumigant that eliminates persistent agricultural and household pest,30000,1
6642928000002029038,Fivestar 325 SC,,Preventive and curative protection against severe fungal infection,10000,1
6642928000002041006,Slug Trap,,For trapping slug,5000,3
6642928000002031018,Karcher Upholtery and Funiture Nozzle Attachment,,"For spray extraction, vacuum cleaner ",35000,1
6642928000002051006,Telescopic Pole 3 Step,,,25000,1
6642928000002053006,Telescopic Pole 2 Step,,Pole,20000,1
6642928000002054006,Karcher,,620 m steamer ,800000,1
6642928000002056006,Astonish Glass Cleaner,,With lemons oil for a streaks free shine,6500,3
6642928000002054039,Emywit,,Hand sanitizer ,2000,1
6642928000002061159,Stain Remover Multipurpose Cleaner,,Remove stain of colour paint and ink,100000,2
6642928000002115006,Passover Cotton Mop,,Cotton tring mop higly absorbent & handles heavy duty scrubbing,6000,4
6642928000002136006,Lagon Herbicide,,Surpresses germination of annual grasses & broadleaf weeds,25000,2
